date,asymmetry_pct_avg,asymmetry_pct_min,asymmetry_pct_max,count
2025-07-11,0.02,0.0,0.17,17
2025-07-12,0.0888,0.0,0.9,25
2025-07-13,0.021363636363636362,0.0,0.2,22
2025-07-14,0.027600000000000003,0.0,0.19,25
2025-07-15,0.0125,0.0,0.09,16
2025-07-16,0.07916666666666668,0.0,0.92,12
2025-07-17,0.017391304347826087,0.0,0.2,23
2025-07-18,0.036250000000000004,0.0,0.25,16
2025-07-19,0.005,0.0,0.04,14
2025-07-20,0.005,0.0,0.01,2
2025-07-21,0.007241379310344827,0.0,0.08,29
2025-07-22,0.00818181818181818,0.0,0.15,22
2025-07-23,0.010434782608695653,0.0,0.1,23
2025-07-24,0.010270270270270271,0.0,0.12,37
2025-07-25,0.012631578947368423,0.0,0.14,19
2025-07-26,0.06043478260869565,0.0,0.73,23
2025-07-27,0.05499999999999999,0.0,0.24,6
2025-07-28,0.011851851851851851,0.0,0.18,27
2025-07-29,0.020476190476190474,0.0,0.18,21
2025-07-30,0.008076923076923077,0.0,0.09,26
2025-07-31,0.045925925925925926,0.0,0.4,27
2025-08-01,0.0,0.0,0.0,9
2025-08-02,0.011250000000000001,0.0,0.08,24
2025-08-03,0.008125,0.0,0.1,16
2025-08-04,0.005,0.0,0.06,12
2025-08-05,0.017368421052631578,0.0,0.12,19
2025-08-06,0.014444444444444446,0.0,0.12,27
2025-08-07,0.02375,0.0,0.33,16
2025-08-08,0.03783783783783783,0.0,0.3,37
2025-08-09,0.06454545454545456,0.0,0.27,11
2025-08-10,0.02666666666666667,0.0,0.15,12
2025-08-11,0.012105263157894735,0.0,0.09,19
2025-08-12,0.006111111111111111,0.0,0.08,18
2025-08-13,0.005714285714285715,0.0,0.07,21
2025-08-14,0.020555555555555556,0.0,0.15,18
2025-08-15,0.05857142857142857,0.0,0.33,7
2025-08-16,0.03,0.0,0.1,6
2025-08-17,0.04857142857142857,0.0,0.42,21
2025-08-18,0.006923076923076922,0.0,0.08,26
2025-08-19,0.004545454545454546,0.0,0.1,22
2025-08-20,0.006666666666666666,0.0,0.06,27
2025-08-21,0.016666666666666666,0.0,0.1,15
2025-08-22,0.014444444444444446,0.0,0.1,18
2025-08-23,0.03058823529411765,0.0,0.25,17
2025-08-24,0.019629629629629632,0.0,0.17,27
2025-08-25,0.0,0.0,0.0,10
2025-08-26,0.0092,0.0,0.11,25
2025-08-27,0.015000000000000001,0.0,0.13,14
2025-08-28,0.04178571428571428,0.0,0.21,28
2025-08-29,0.027142857142857146,0.0,0.39,21
2025-08-30,0.024999999999999998,0.0,0.11,6
2025-08-31,0.052941176470588235,0.0,0.38,17
2025-09-01,0.007692307692307693,0.0,0.07,13
2025-09-02,0.0128,0.0,0.12,25
2025-09-03,0.0088,0.0,0.1,25
2025-09-04,0.018333333333333333,0.0,0.27,18
2025-09-05,0.022608695652173914,0.0,0.36,23
2025-09-06,0.023095238095238096,0.0,0.2,42
2025-09-07,0.0,0.0,0.0,13
2025-09-08,0.012941176470588235,0.0,0.1,17
2025-09-09,0.005238095238095238,0.0,0.08,21
2025-09-10,0.002777777777777778,0.0,0.05,18
2025-09-11,0.009411764705882354,0.0,0.07,17
2025-09-12,0.035625000000000004,0.0,0.8,32
2025-09-13,0.028125,0.0,0.18,16
2025-09-14,0.03428571428571429,0.0,0.1,7
2025-09-15,0.04142857142857143,0.0,0.4,28
2025-09-16,0.03612903225806452,0.0,0.23,31
2025-09-17,0.041739130434782605,0.0,0.65,23
2025-09-18,0.006896551724137932,0.0,0.08,29
2025-09-19,0.03266666666666666,0.0,0.33,30
2025-09-20,0.024615384615384615,0.0,0.09,13
2025-09-21,0.01875,0.0,0.1,24
2025-09-22,0.03173913043478261,0.0,0.25,23
2025-09-23,0.011875,0.0,0.12,16
2025-09-25,0.04206896551724138,0.0,0.43,29
2025-09-26,0.018275862068965518,0.0,0.25,29
2025-09-27,0.0,0.0,0.0,6
2025-09-28,0.021904761904761906,0.0,0.3,42
2025-09-29,0.013333333333333334,0.0,0.12,24
2025-09-30,0.0070967741935483875,0.0,0.08,31
2025-10-01,0.024,0.0,0.09,10
2025-10-03,0.026153846153846156,0.0,0.25,26
2025-10-04,0.0,0.0,0.0,2
2025-10-05,0.0,0.0,0.0,1
2025-10-06,0.015000000000000001,0.0,0.17,24
2025-10-07,0.022340425531914895,0.0,0.24,47
2025-10-08,0.024761904761904763,0.0,0.2,21
2025-10-09,0.007058823529411765,0.0,0.05,17
2025-10-10,0.017272727272727273,0.0,0.09,22
2025-10-11,0.02909090909090909,0.0,0.1,22
2025-10-12,0.0,0.0,0.0,10
2025-10-13,0.010689655172413793,0.0,0.08,29
2025-10-14,0.035333333333333335,0.0,0.29,30
2025-10-15,0.024047619047619047,0.0,0.24,42
2025-10-16,0.0159375,0.0,0.11,32
2025-10-17,0.09368421052631579,0.0,0.58,19
2025-10-18,0.03636363636363637,0.0,0.3,22
2025-10-19,0.11142857142857143,0.0,0.83,14
2025-10-20,0.015925925925925927,0.0,0.2,27
2025-10-21,0.036470588235294116,0.0,0.9,34
2025-10-22,0.018372093023255816,0.0,0.24,43
2025-10-23,0.014444444444444446,0.0,0.31,27
2025-10-24,0.0215,0.0,0.11,20
2025-10-25,0.03620689655172414,0.0,0.5,29
2025-10-26,0.039,0.0,0.14,10
2025-10-27,0.003793103448275862,0.0,0.07,29
2025-10-28,0.042333333333333334,0.0,0.21,30
2025-10-29,0.008275862068965517,0.0,0.1,29
2025-10-30,0.022000000000000002,0.0,0.14,10
2025-10-31,0.012222222222222223,0.0,0.08,18
2025-11-01,0.04461538461538461,0.0,0.33,52
2025-11-02,0.03130434782608695,0.0,0.43,23
2025-11-03,0.049999999999999996,0.0,0.49,28
2025-11-04,0.011333333333333334,0.0,0.06,30
2025-11-05,0.02851851851851852,0.0,0.6,27
2025-11-06,0.08612903225806451,0.0,0.58,31
2025-11-07,0.026842105263157896,0.0,0.1,19
2025-11-08,0.017735849056603775,0.0,0.33,53
2025-11-09,0.035555555555555556,0.0,0.18,9
2025-11-10,0.013478260869565217,0.0,0.1,23
2025-11-11,0.061875000000000006,0.0,0.27,16
2025-11-12,0.03,0.0,0.3,31
2025-11-13,0.133,0.0,0.7,20
2025-11-14,0.03076923076923077,0.0,0.17,13
2025-11-15,0.04272727272727273,0.0,0.28,11
2025-11-16,0.07,0.0,0.42,11
2025-11-17,0.030833333333333334,0.0,0.4,24
2025-11-18,0.0645,0.0,0.33,20
2025-11-19,0.033888888888888885,0.0,0.24,36
2025-11-20,0.13,0.0,0.56,28
2025-11-21,0.06318181818181817,0.0,0.5,22
2025-11-22,0.04652173913043479,0.0,0.38,23
2025-11-23,0.03346153846153846,0.0,0.15,26
2025-11-24,0.026956521739130435,0.0,0.27,23
2025-11-25,0.10318181818181818,0.0,0.86,22
2025-11-26,0.06767441860465116,0.0,0.5,43
2025-11-27,0.015000000000000001,0.0,0.08,26
2025-11-28,0.03733333333333333,0.0,0.6,30
2025-11-29,0.09027027027027026,0.0,0.54,37
2025-11-30,0.04181818181818182,0.0,0.42,33
2025-12-01,0.035454545454545454,0.0,0.4,33
2025-12-02,0.05181818181818182,0.0,0.5,33
2025-12-03,0.017894736842105265,0.0,0.1,19
2025-12-04,0.01647058823529412,0.0,0.18,34
2025-12-05,0.06190476190476191,0.0,0.54,21
2025-12-06,0.017,0.0,0.13,10
2025-12-07,0.07888888888888888,0.0,0.32,9
2025-12-08,0.03375,0.0,0.2,16
2025-12-09,0.020344827586206895,0.0,0.19,29
2025-12-10,0.04785714285714286,0.0,0.55,28
2025-12-11,0.06333333333333332,0.0,0.82,33
2025-12-12,0.035555555555555556,0.0,0.36,27
2025-12-13,0.005555555555555556,0.0,0.06,18
2025-12-14,0.018000000000000002,0.0,0.16,30
2025-12-15,0.00951219512195122,0.0,0.2,41
2025-12-16,0.021818181818181816,0.0,0.13,22
2025-12-17,0.062424242424242424,0.0,1.0,33
2025-12-18,0.011428571428571429,0.0,0.08,7
2025-12-19,0.008333333333333335,0.0,0.07,18
2025-12-20,0.014324324324324325,0.0,0.18,37
2025-12-21,0.015000000000000001,0.0,0.08,16
2025-12-22,0.019411764705882354,0.0,0.33,34
2025-12-23,0.029285714285714283,0.0,0.21,14
2025-12-24,0.124375,0.0,1.0,16
