date,asymmetry_pct_avg,asymmetry_pct_min,asymmetry_pct_max,count
2025-06-24,0.0396551724137931,0.0,0.23,29
2025-06-25,0.019629629629629632,0.0,0.11,27
2025-06-26,0.006666666666666667,0.0,0.07,24
2025-06-27,0.04642857142857143,0.0,0.25,14
2025-06-28,0.016875,0.0,0.12,32
2025-06-29,0.083125,0.0,0.5,16
2025-06-30,0.02258064516129032,0.0,0.09,31
2025-07-01,0.017631578947368422,0.0,0.43,38
2025-07-02,0.006818181818181818,0.0,0.15,22
2025-07-03,0.008928571428571428,0.0,0.09,28
2025-07-04,0.045000000000000005,0.0,0.13,12
2025-07-05,0.054000000000000006,0.0,0.2,15
2025-07-06,0.059166666666666666,0.0,0.25,12
2025-07-07,0.03869565217391304,0.0,0.6,23
2025-07-08,0.003125,0.0,0.06,32
2025-07-09,0.01875,0.0,0.13,24
2025-07-10,0.013333333333333334,0.0,0.08,15
